Title,Review,Town,Region,Type,Polarity
Siempre había algo mejor.,"La administración desde que cambiaste el gusto no es la misma, hay algo diferente, el servicio es lento, a veces muy lento, pero si puedes tener una noche excelente, la música es buena, los fuegos artificiales, una buena pizza, un clima muy bueno.",Palenque,Chiapas,Restaurant,3
"Hay mucho, pero no tan bueno.","Las grandes esperanzas desaparecieron después de varias inyecciones. Era un burrito grande, abundante, pero suave. Las carnitas y los burritos de shrimp eran a la vez buenos en el mejor. Tuvimos que tomar un helado sólo para obtener el sabor de la boca.",Sayulita,Nayarit,Restaurant,3
Suite imperial,"Pagamos una suite relativamente cara y supuestamente la mejor que tienen, la suite Alejandro Magno o Imperial. Se dice que tiene un jacuzzi y una sala de sauna en el marco de las comodidades de la habitación. Pero la realidad es que la sauna no funciona y el jacuzzi es sólo de decoración porque el agua fría sale y toma toda su estancia para llenarse. El baño es muy sucio, cerrado sin ventilación y tiene dos calentadores de agua dentro del cuarto de baño sin ventilación y cuando usted entra, usted no debe tener estos calentadores de agua cuando usted siente un gasZ",Huasca_de_Ocampo,Hidalgo,Hotel,3
Mal limpieza Mal limpieza,7°El lugar que los extranjeros han transformado en un lugar donde se drogaban libremente y lastimaban a nuestro país.,Sayulita,Nayarit,Attractive,3
"Es agradable, pero puede ser mucho mejor.","El hotel merece tal vez una mejor calificación, pero nuestra suite en el tercer piso (linda vista) tiene una puerta de entrada al patio con un espacio inferior de 1/4"" que el mantenimiento no ha logrado manejar. [...] La recepción nos dijo que no podía hacer mucho al respecto.",San_Cristobal_de_las_Casas,Chiapas,Hotel,3
Una atención pura pero poco extendida del personal.,"El hotel es hermoso. Me gustaría señalar la falta de cordialidad del personal. Al llegar a la recepción, la chica no tuvo mucha empatía por nosotros. En el restaurante, la comida es muy rica pero nadie nos saluda o nos da la bienvenida. En las zonas donde usted conoce al personal y en las salas. Es una lástima, porque son la imagen del hotel.",Palenque,Chiapas,Hotel,3
Hotel con cierto encanto en sus espacios comunes y muy básico en los privados (alojamiento y baño).,"Dormimos tres noches que estaban incluidos en una visita a Chiapas y no conozco la organización que los pagó, pero pensé que era bastante simple, sin nada malo. limpio y apropiado, pero un baño infinito y la habitación con lo que es justo e indispensable. Sin embargo, los espacios interiores, los cursos, etc. eran curiosos, con una decoración bastante cuidada.",San_Cristobal_de_las_Casas,Chiapas,Hotel,3
No vale la pena pagar ese precio.,"El perfume de las habitaciones (entre viejo y húmedo). Muy viejos muebles. La Alberca es insoportablemente fría. La cafetería es demasiado cara para lo que ofrecen. El domingo, la cafetería estaba compuesta por frutos picoteados, huevos con jamón, chilaquiles y zumo de naranja de tipo bonafina. La única cosa que merece la atención del Sr. Bertin. Se destaca en el servicio.",Taxco,Guerrero,Hotel,3
No está mal por una noche.,"El hotel está situado directamente en el centro de la ciudad, lo que es bastante bueno. Por el precio relativamente barato, estaba bien. Nos alojamos allí sólo por una noche y pasamos todo el día y toda la noche en la ciudad, así que estaba bien. Pero no volveré a alojarme allí por unos días.",Valladolid,Yucatan,Hotel,3
Es hermoso.,"El lugar es hermoso, desafortunadamente cuando me fui (dominga) había mucha gente y no podíamos disfrutar de él como habíamos imaginado en el lugar, hay una variedad de alimentos....IMPORTANTE!... el agua es fría pero la gente comienza a nadar.",Orizaba,Veracruz,Attractive,3
Por lo que respecta a los medios de comunicación.,"Si te gusta el mol, puede que este sea tu lugar para probarlo.",Isla_Mujeres,QuintanaRoo,Restaurant,3
Pequeño hotel pero que necesita atención a los detalles.,"Coatepec es un pueblo pequeño y agradable cerca de Xalapa. No hay muchas atracciones allí, así que es probable que pases una noche o dos. El lugar es tranquilo y lleno de plantas y flores. La habitación es grande. La cama es cómoda, el baño tiene una buena presión de agua. Pero el baño tiene un olor terrible y no hay ventanas. Tienen Wi-Fi gratis, pero sólo en el vestíbulo y el restaurante. Las comidas son sabrosas, pero el servicio es lento (incluso cuando había sólo dos mesas fueron tomadas).",Coatepec,Veracruz,Hotel,3
Precios muy altos.,"El lugar es maravilloso, el ambiente es excelente, la atención de los clientes es muy buena, el sabor de los platos es muy bueno, el concepto y la leyenda te cuentan muy bien, el espectáculo que tienes los fines de semana no se pierden, sin embargo,...Más",Teotihuacan,Estado_de_Mexico,Restaurant,3
Podría haber sido mucho mejor.,"El Hotel Cumple para un fin de semana agradable, instalaciones antiguas e improvisadas (Spa) Desafortunadamente, no tiene suficiente inversión para seguir siendo el mejor del Valle de Bravo.",Valle_de_Bravo,Estado_de_Mexico,Hotel,3
Es agradable por el precio.,"Me quedé dos veces allí, y será el SEPT Tenía para la ducha, y la comida también es buena. Romy es el mejor.",Isla_Mujeres,QuintanaRoo,Hotel,3
Estaba esperando más.,"Hemos pasado por allí varias veces porque está situado en la avenida principal. El lugar es siempre muy frecuentado por los americanos. Llamamos la atención. Fuimos y pedimos pizza, ensaladas, lasagna, pasta blongesa, vino... finalmente.",Loreto,Baja_CaliforniaSur,Restaurant,3
Esperanzas y elogios.,"El lugar es hermoso y agradable. Muy romántico. ... Con música en vivo. La atención increíble. Son serviciales, agradables y profesionales. Pero recomendando a una persona nacida en Tulum que íbamos a cenar, esperaba otro tipo de comida.",Tulum,QuintanaRoo,Restaurant,3
"En promedio, más de un campo de venta ...","En promedio, más de un campo de venta... de un museo es algo interesante y ofrece una explicación sobre el proceso de jade y otras formas de hacer instalaciones. Pero al final, tuve la impresión de que se demoraron en comprar las joyas en la tienda mucho más que el museo.",San_Cristobal_de_las_Casas,Chiapas,Attractive,3
"Si conoces a Chichen Itza, no vale la pena.","Fuimos a Cancún y sólo visitamos las ruinas de Tulum.Con Chichen Itza, que antes era conocida, no vale la pena para mí.No hay lugares hermosos excepto para paseos en el mar, que tienen una playa mínima si usted visita las ruinas.Si vas, una visita guiada es indispensable.",Tulum,QuintanaRoo,Attractive,3
"Rico, pero no hay mucha atención.","Es muy rico, pero falta buena atención al cliente, se ha tardado mucho en llegar a nosotros, pero los platos han llegado relativamente rápido, el sabor es bueno, pero si usted falta atención!",Malinalco,Estado_de_Mexico,Restaurant,3
El restaurante Lindo es un restaurante.,"Un hermoso restaurante, una hermosa vista al mar, el sabor de los platos es excelente incluso si las porciones me parecían pequeñas para el precio. Muy buena atención, el personal es agradable. Tenemos un club de playa incluso si usted entra o usted lo invita a esa fecha era...Más",Tulum,QuintanaRoo,Restaurant,3
Una vista preciosa.,"Estas ruinas son agradables, la mejor parte es sin duda la ubicación del agua y las vistas, por el contrario, son ruinas mesoamericanas bastante básicas.",Tulum,QuintanaRoo,Attractive,3
Mejorable,"Este hotel ha experimentado mejores años. Está bien situado pero falta de renovación. El aire acondicionado hace un ruido permanente. No hay minibar, ni frío, lo que impide tener por lo menos agua fresca. El armario es mínimo. La cama es muy cómoda.",Orizaba,Veracruz,Hotel,3
Oye.,Nada espectacular sobre la comida y menos sobre los precios de la comida. Un poco decepcionante. Las mesas tenían caras al lado todo el tiempo como si fuera un problema para nosotros.,Zacatlan,Puebla,Restaurant,3
"Bien, una zorra.","Hemos venido en grupo de 6 personas para el desayuno y todo estaba bien, pero hasta ahora, las porciones no son muy abundantes y el precio es regular teniendo en cuenta precisamente lo anterior.",Parras,Coahuila,Restaurant,3
"De hecho, es un promedio.","La comida era normal, el servicio era inferior a la media, las bebidas inferiores a la media, de alguna manera, incluso si están abiertas, el aire está lleno de humo, aunque realmente lindo, hay muchas mejores opciones aquí en Tulum!",Tulum,QuintanaRoo,Restaurant,3
"Muy bonita, pero muy competitiva.","Hemos estado allí durante las vacaciones de primavera y la semana de Navidad. La playa estaba abarrotada. La corriente es muy fuerte, por lo que es perfecto para practicar surf, nadar y SUP si el viento y el agua no están demasiado calientes. La piscina puede ser difícil para los niños o no un gran nadador.",Sayulita,Nayarit,Attractive,3
Corta y suave.,"La pregunta es - ¿qué esperas? Lo mejor que hay que hacer es saber dónde estás. Al salir de la terminal de ferry, gire a la izquierda (al norte) y siga la calle a la derecha hasta el final. Tan pronto como la calle principal gire a la derecha en la última intersección, siempre debe seguir la carretera pequeña del hotel.",Isla_Mujeres,QuintanaRoo,Hotel,3
Cerca de la playa,Teníamos fajitas de pollo aquí cuando vine a la ciudad por primera vez. Eran buenos. El camarero era muy agradable. Realmente no tengo mucho que decir sobre eso. Era mediático.,Sayulita,Nayarit,Restaurant,3
Playa con algas.,"Salimos en febrero y el agua estaba llena de algas, a veces podíamos ir, pero es bastante complicado, el lugar tiene un buen complejo con restaurante, alquiler de descanso, etc. Si no fuera por la cantidad de algas, sería un verdadero paraíso.",Tulum,QuintanaRoo,Attractive,3
¡Serpiente en la playa!,"Habíamos oído hablar mucho de este hotel y decidimos viajar en familia con varios niños. - La comida es buena en el restaurante francés e italiano, pero mala en el restaurante mexicano (Pedimos del menú chalupitas, panuchos, salbutes y sopecitos... y oj sorpresa!!! Según el chef, todos estos antojitos son exactamente iguales... literalmente iguales.",Tulum,QuintanaRoo,Hotel,3
"Bueno, pero...","Usted se queda en la entrada/salida de San Cristóbal y los taxis le cobran 30 pesos para llevarlo al centro que no está muy lejos, responde a las expectativas de un Fiesta Inn, pero su aire de aire no funciona lo que no hizo nuestra estancia allí muy agradable, no tiene un espejo completo ni un espejo de vanidad que no fue muy práctico durante la reparación.",San_Cristobal_de_las_Casas,Chiapas,Hotel,3
"Un restaurante curioso, comida normal.","Es un restaurante con una decoración muy especial, es hermoso. El personal es agradable. El servicio es un poco lento. La comida normal, también es cierto que no hemos pedido comida italiana limpia. El precio nos ha dado un poco más alto.",TodosSantos,Baja_CaliforniaSur,Restaurant,3
Vista Bonita es una buena idea.,"Es hermoso desde el exterior, pero también desde el interior. Tiene mucha historia, una parte de las misiones en México y California, que han venido a imponer el catolicismo sobre los paganos locales.",TodosSantos,Baja_CaliforniaSur,Attractive,3
"Desafortunadamente, el sobrevalorado está creciendo.","Hace 17 años, un viaje a Janizio era algo especial, pero es triste ver cómo la isla se presenta estos días. Parece demasiado sucia y sucia, con recuerdos que vender. El gobierno debería ayudar a la isla y a sus habitantes. México tiene lugares turísticos absolutamente fantásticos, y el Este no es uno de ellos.",Patzcuaro,Michoacan,Attractive,3
No puede ser.,"Es bueno ir con amigos medianos, es decir, hacer snorkeling y comer algo que se llevó.",Tulum,QuintanaRoo,Attractive,3
Vista del hotel,"Buena ubicación, a pocos cuadras del centro de la ciudad, excelente servicio y amabilidad del personal, las habitaciones suficientemente espaciosas.",Orizaba,Veracruz,Hotel,3
"¡Una comida regular, un lugar espectacular!","El lugar es increíble, es el mejor de este restaurante, tiene un buen concepto, muy mexicano, bastante agradable pero hay cosas que mejorar, primero si quieres reservar, pregúntale dos meses antes, cuando llegamos, ni siquiera se preguntaban si teníamos uno, varios...Más",Teotihuacan,Estado_de_Mexico,Restaurant,3
El alto costo de lo que usted recibe,"El hotel necesita mantenimiento. El costo es alto para mantener tantos aspectos descuidados. La luz de la habitación no servía y nunca fue compostable. Cuando el agua del baño estaba abierta, las tuberías sonaban mucho. Tenían una obra que hacía mucho ruido. Había varias gotas en el salón principal donde trabajamos. En general, percibo que el hotel es descuidado.",Valle_de_Bravo,Estado_de_Mexico,Hotel,3
Podría ser muy bueno.,"Es un restaurante con una buena ubicación, la comida es realmente normal pero el servicio es ligero, hay que ser muy paciente para ir a comer aquí. Se nota que los clientes se dan prisa y corren y quieren servir pero no son suficientes.",Valladolid,Yucatan,Restaurant,3
Hotel normal para ver Palenque,Fui muy poco y realmente quise dormir y tomar un baño. No me gustó el restaurante ni la comida. El personal es agradable. Para pasar una noche y ver Palenque es bueno.,Palenque,Chiapas,Hotel,3
Bueno... una sequía... y no creo que vuelva.,"El servicio de recepción era bueno, pero el hecho de que la habitación no tenía Internet complicaba las cosas para mí debido a problemas de trabajo. Las habitaciones tienen un montón de detalles de mantenimiento. En una de las habitaciones que se nos dieron, el día que llegamos, aparentemente fueron para servir el aire acondicionado y lo dejaron abierto... peor... si usted pudiera ver todo el molde... La falta de limpieza profunda en las habitaciones en general y en otras habitaciones está al lado de la bomba porque",Isla_Mujeres,QuintanaRoo,Hotel,3
Un lugar diferente,"La comida es regular en porción y sabor. La decoración y la limpieza no son sorprendentes. Es un lugar diferente porque la mitad es flotante, pero las mareas pueden ser algo nuevo para probar.",Valle_de_Bravo,Estado_de_Mexico,Restaurant,3
Es muy famoso y ofrece una música constante de Mariachi.,"Me gusta su ubicación (en el corazón de Tlaquepaque), su música de mariachi y su acompañamiento con algunas bebidas, pero lo que no me gusta mucho es su comida, para mí, su gusto no es muy bueno.",Tlaquepaque,Jalisco,Restaurant,3
Esto vale el precio y una excelente ubicación.,"No pasaría una semana aquí, pero para lo que necesitábamos, estaba bien situado, limpio y a un precio razonable. Nos alojamos en Playa Mujeres y decidimos hacer un ferry desde Punta Sam y pasar una noche en Isla Mujeres. El hotel Villa Kiin es sobre lo que se espera de un viejo motel bien deteriorado en frente de la playa. Teníamos una cabaña 16. El único inconveniente era que era bastante oscuro. Algunas de las otras cabañas tenían una ventana pero nos quedamos allí sólo por la noche.",Isla_Mujeres,QuintanaRoo,Hotel,3
Final Campeones de baja definición,"Comí con mi familia mientras miramos la final de los campeones y la resolución de las pantallas era muy mala, las emergencias de renovación o de obtención de una señal de alta definición.",Metepec,Estado_de_Mexico,Restaurant,3
"Es un lugar hermoso, pero la comida deja mucho que desear.","El sitio es hermoso, tiene un patio que da al lago, con un árbol en medio de hermosos árboles y mucha vegetación. Pero, en mi opinión, eso es todo, la atención normal, se demoraron en visitarnos y olvidaron algunas tortillas que habíamos pedido.",Bacalar,QuintanaRoo,Restaurant,3
Buen servicio a usted.,"El restaurante es bastante limpio y tranquilo, el servicio es bueno y la comida es muy rica, lo recomiendo porque ofrece una vista bastante hermosa y amplia del sitio en el que se encuentra.",Zacatlan,Puebla,Restaurant,3
Más de lo mismo.,"Fue la quinta vuelta, y la verdad es que, como en otras zonas arqueológicas, hemos caminado mucho y hemos visto más de lo mismo, por supuesto, es una cultura interesante, con hermosos paisajes, pero creemos que es un sitio que se podría omitir sin dificultad.",Tulum,QuintanaRoo,Attractive,3
"""Es un lugar hermoso... sólo para el fin de semana.""","Las cabañas son hermosas, el lugar es idílico y con un hermoso paisaje, pero la atención al cliente no es buena, al menos en la semana. Llegamos un miércoles y la recepción estaba cerrada. El jueves fuimos al centro comercial y lo mismo. Tuvimos que hablar con la vendedora para que nos sirviera. El fin de semana mejoró porque ya había personal para todas las áreas. El desayuno es muy rico. Sugerencias: hay que ocuparse del acceso a las cabañas porque está a dos kilómetros de la carretera de la terraza.",Valle_de_Bravo,Estado_de_Mexico,Hotel,3
Un lugar agradable.,"El lugar es muy agradable, varios restaurantes alrededor de un quiosco. El servicio normal, un poco descuidado tal vez. Fuimos a medianoche los domingos y había poca gente. Se nos dice que el ambiente es la noche con el mariachi. La...Más",Tlaquepaque,Jalisco,Restaurant,3
"No está mal, si lo sabes en la comida está buscando otra opción.","Pasé una noche en Mazunte, busco aquí el más popular para comer porque soy mucha gente que lo sabe en el negocio y en Mazunte literalmente no encuentro ninguna recomendación de experto.",Mazunte,Oaxaca,Restaurant,3
150 personas sobrevivirían a nuestra comida durante toda la comida.,"Las 150 moscas en nuestra comida arruinaron la comida. Las cositas parecían fritas y extremadamente secas con grandes trozos de calabacina y muchas verduras verdes, el resto parecía bien pero las moscas... arruinaron el humor, por lo que no podíamos disfrutar del lugar.",TodosSantos,Baja_CaliforniaSur,Restaurant,3
"El tiempo de retiro, literalmente.","He visitado este hermoso lugar en familia. 8 adultos, 4 niños y 1 adolescente de 2 a 9 años. No importa lo que diga su agencia de viajes: - teléfono - sin conexión a Internet / WiFi - sin piscina La Hacienda fue construida hace más de 300 años. - No hay calentador de agua, a/c, que me gustó como lo mantiene original y rústico. - El servicio era sin duda lento y mediocre. - Tiene mucho potencial. - Las camas eran cómodas, y la ubicación es perfecta si usted visita las ciudades circundantes, que es la mejora.",Huasca_de_Ocampo,Hidalgo,Hotel,3
Ver primero,"Este lugar es más pequeño, más tranquilo y mucho menos impresionante que Chichen Itzá, y es una buena introducción a la cultura, la arquitectura y la religión maya, según sus guías (la nuestra, de nuevo, Cancún Pasión = OK).",Tulum,QuintanaRoo,Attractive,3
"Cuando estás en la isla, tienes que tomar una foto.","Hicimos un poco de gira para tratar de encontrar esto, pero fue divertido tomar una foto de él!",Isla_Mujeres,QuintanaRoo,Attractive,3
No merece ser el número uno de Tlaquepaque.,"Creo sinceramente que este restaurante debe su clasificación al hecho de que el personal es amable y ""ellos mismos piden"" que las críticas se hagan por este medio, incluso las tarjetas te invitan a hacerlo.",Tlaquepaque,Jalisco,Restaurant,3
Nada especial.,"Disfruté de la pizza en Oscar, pero no era algo que ya no tenía mil veces. La carne de los amantes es abundante y deliciosa. La mejor parte fue el consejero de ajo. Lo recomiendo. No hay esperanza de nada espectacular.",Isla_Mujeres,QuintanaRoo,Restaurant,3
"Bueno, para un paseo y una imagen.","La isla de las mujeres no es un lugar turístico, esta casa es encantadora y colorida, pero no me desvié para verla.",Isla_Mujeres,QuintanaRoo,Attractive,3
"Bien, pero podría mejorar.","El lugar es descuidado, poco regado. El molde popular es muy bueno, así como los tlacoyos. El encangahuatado y el arroz, sin recomendaciones. Los precios son asequibles.",Zacatlan,Puebla,Restaurant,3
Miró nuestra habitación y pensó que no lo veríamos.,"Cuando nos quejamos, nos explicaron que nos habían ofrecido nuestra habitación de regalo, pero nos ofrecieron un pequeño reembolso (la diferencia de precio era pequeña, pero la diferencia de calidad era grande) y una cena.",Valladolid,Yucatan,Hotel,3
Normalmente,"Nos recomendaron este lugar, pero tienen poca variedad y la comida era más o menos buena.",Bacalar,QuintanaRoo,Restaurant,3
El jefe del bar,"Escribo esto en Tino Valenzuela, el mejor camarero del complejo para hacer las bebidas más deliciosas, y sugirió bebidas de lujo que nunca había probado, un personaje muy fuerte y que se refirió a nuestra experiencia del complejo.",Tulum,QuintanaRoo,Hotel,3
La iglesia.,"La iglesia de San Gervasio, situada frente al Parque Francisco Cantón, fue construida en 1543, es muy representativa de Valladolid si usted pasa por allí, pero no es una visita expresa para ir allí.",Valladolid,Yucatan,Attractive,3
Cerca de las pirámides.,"Me alojé en el hotel, y comimos dos comidas en el restaurante. El propio hotel está a unos 800 metros de la entrada 1 las pirámides, lo suficientemente cerca como para caminar cómodamente, pero lejos si usted tiene que arrastrar el equipaje, mientras que he intentado encontrar una especie de cabina (tienes que volver a la Ciudad de México desde la entrada 3, a un kilómetro y 1/2 a pie) pero no sirvió para nada.",Teotihuacan,Estado_de_Mexico,Restaurant,3
Variedad de desagüe,"Hay muy pocos platos para el desayuno, la panzita es muy delicada y el servicio es un poco lento.",Tepoztlan,Morelos,Restaurant,3
Linda está en la playa.,"La playa es muy bonita, por desgracia, cuando me fui, había una plaga de algas marinas (sargazo). Pero estaban limpiando.Los precios están de acuerdo con el lugar.Más al sur, hay playas más solitarias y más vírgenes.",Tulum,QuintanaRoo,Attractive,3
Altamante Overaterd,"En primer lugar, lo positivo: la vista es espectacular y el servicio es excelente. Sin embargo, la comida es una gran decepción. Mientras que en Loreto comimos en 6 restaurantes diferentes, y era lo peor, mientras que era uno de los más caros. Para una vista... similar a una comida mucho mejor, sugeriría Los Olivos en el hotel la misión.",Loreto,Baja_CaliforniaSur,Restaurant,3
Necesitamos una modernización.,"El hotel está situado en una muy buena esquina del Valle de Bravo con una vista espectacular sobre una hermosa cascada, pero no hay justificación para un precio tan alto porque las habitaciones y las instalaciones son bastante antiguas y sin encanto. De hecho, nuestra habitación podría haber sido la de un motel. Por ejemplo, el espejo del baño estaba tan gastado que casi no podíamos verlo y la habitación no estaba muy limpia. Fuimos al spa del hotel y casi me enfermé del frío. Elegí el tratamiento.",Valle_de_Bravo,Estado_de_Mexico,Hotel,3
La comedia,Las porciones eran ligeramente pequeñas y el sabor regular.,Tepoztlan,Morelos,Restaurant,3
La calidad del servicio es bastante baja.,"Llegamos al check-in a las 16:00, la habitación no estaba lista, se nos dijo con una ligera excusa. Decidimos comer en lo que esperábamos, 40 minutos más tarde enviaron la llave con el servidor y nadie nos dijo dónde estaba la habitación. En resumen, el personal de recepción poco calificado no cumple con los estándares esperados para un hotel como este. No proporcionan suficientes medidas sanitarias para sentirse seguro, por ejemplo, hemos visto llegar a un anfitrión sin mantas, pero notamos que",Valle_de_Bravo,Estado_de_Mexico,Hotel,3
Siento lo de los amigos.,"Es un lugar agradable y muy agradable, la comida rica el único problema que veo es que es caro y los clientes quieren imponer la mancha. Esto impide que la gente vuelva a escuchar a varios clientes salir diciendo que es... detalles no les impiden volver.Más",Atlixco,Puebla,Restaurant,3
"Un complejo hermoso, pero no de vuelta.","El complejo era hermoso. Las habitaciones eran muy agradables, los restaurantes eran impresionantes, los espectáculos eran frescos (hemos visto México de los Beatles), muchas cosas que hacer, el servicio era excelente. El programa no ofrece ninguna ventaja a la caja de juegos a menos que sea necesario para el tipo de habitación. Realmente no hay verdadero ""front-la-mar"" en este hotel ni de vida privada. Los balcones dan a la piscina o los balcones de otras personas.",Tulum,QuintanaRoo,Hotel,3
Es interesante y fuera de lo común.,"Las instalaciones del parque carecen de muchas pistas, indicaciones y recomendaciones sobre cómo comenzar el recorrido, pero no te indican dónde empezar, a menos que contraigas la ""torre guiada,"" así que te recomiendo que te entregues a ti mismo si prefieres ir a tu propio ritmo.",Zacatlan,Puebla,Attractive,3
Una buena comida,Nada espectacular. El restaurante estaba muy limpio y el servicio era justo. Mi comida llegó justo como mi marido acababa su larga entrada. La sopa azteca era muy sabrosa y la truca también muy buena. El cóctel de shrimp era aburrido y... la ensalada. El servicio era justo.,Creel,Chihuahua,Restaurant,3
X X,"Es sin duda una atracción que nos motiva a sufrir... el mal que el monte del borrego no presenta gran atracción, el lugar es mal utilizado...",Orizaba,Veracruz,Attractive,3
Viviendo de su fama,"El alimento deja un poco de deseo cuando debe ser su prioridad, viven más de la celebridad que de la calidad, la belleza del lugar y el buen clima lo salva.",Tlaquepaque,Jalisco,Restaurant,3
"Bueno, entonces.","Es un hermoso cénote situado en Valladolid, pero a pesar de esto, no hay mucha limpieza del lugar, los visitantes se sumergen en el cénote pero no hay baños ni piscinas, y es un poco peligroso para los pequeños visitantes porque los...Más",Valladolid,Yucatan,Restaurant,3
Dos veces más tarde.,"Nada extraordinario, y los desayunos tan terribles como siempre en el canal City Express, las habitaciones bien en general, el personal de recepción con poca atención al público, pero no mal educado, justo.",Tepotzotlan,Estado_de_Mexico,Hotel,3
¡Teníamos más esperanzas!,"Es un restaurante con un hermoso patio, muy agradable. La comida es de buen gusto. El humus de entrada es bueno. La atención no es buena, de hecho, nos sentimos mal servidos. Si usted decide ir (hay mejores restaurantes, eh?)",Isla_Mujeres,QuintanaRoo,Restaurant,3
"Una visita necesaria, pero no sorprendente.","Visitar Tequila y no ver el museo sería traicionar su cultura, aunque no es capaz de sorprender al visitante en sí mismo. responde a las expectativas al mínimo y hace un breve repaso sobre la historia de este producto.",Tequila,Jalisco,Attractive,3
"Estuvo bien, pero un lugar agradable, un lugar agradable, la playa, pero la comida no es mala.","Estamos acostados en Avalon Reff a finales de noviembre de 2003 y descubrimos un lugar muy bonito, situado en una isla fantástica y tranquila por la noche. El hotel es muy hermoso y limpio, las habitaciones son bonitas y limpias pero eran pequeñas y el personal es muy agradable... Tuvimos un servicio muy bueno con Mónica... nos ayudamos para muchas cosas... pero el bar y la comida no son lo que esperaba... bien pero demasiado americano.",Isla_Mujeres,QuintanaRoo,Hotel,3
"Sobrevalorado, pero muy popular entre los turistas.","La experiencia es generalmente buena, pero hay muchos lugares que ofrecen un buen servicio, la comida y el ambiente en Patzcuaro, lo que sería muy difícil decir que es el mejor. Me gustan las opciones que ofrecen en materia de asientos (al aire libre, un paso... al aire libre y totalmente cubierto). Los servidores son precisos, cuando las peticiones especiales sobre la comida. Pero en general, creo que están un poco sobrevalorados.Más",Patzcuaro,Michoacan,Restaurant,3
Muy buen café.,Muy buen café pero el resto del desayuno era sólo medio. el servicio era lento ese día. la alternativa es el gallo en el aire ... a sólo unas pocas calles.,Isla_Mujeres,QuintanaRoo,Restaurant,3
"Un gran servicio, pero eso es todo.","Fuimos a cenar allí. Una encantadora camarera escocesa nos sirvió. Desafortunadamente, la comida que pedimos era muy sabrosa y no tenía ningún gusto. El queso en las enchiladas vegetarianas era un chocolate masticado y los tacos de pescado sin sabor. ... demasiado grande, demasiado crema de pan, la dulzura del mango se convierte en postre en lugar de un plato principal. En cuanto a los cócteles. ... Es todo sobre las opciones, pero nunca he visto en mi vida una margarita dulce con sal de RIM. Más.",Isla_Mujeres,QuintanaRoo,Restaurant,3
No hay regresión...,"Es un lugar que esperas ver en Cancún o en Playa del Carmen, creo que rompe con el ambiente característico de los lugares de Tulum, es un lugar muy ruidoso y oscuro, el servicio es bueno pero un poco abrumador, tienen una buena caja de cócteles y vinos....Más",Tulum,QuintanaRoo,Restaurant,3
Regular.,"Pedí zumo de carne y vena muy diluido, sin mucho sabor. La carne era buena y el servicio era bueno, pero en relación con el precio de los platos fuertes (disproporcionado en comparación con el precio de los billetes) y la calidad de los alimentos, no regresivo.",San_Cristobal_de_las_Casas,Chiapas,Restaurant,3
Entendimiento,"Las almejas no eran tan buenas; pero las patatas con dos salsas, la cebolla y el chili mezclados con vinagre, y el guacamole compensan.",Loreto,Baja_CaliforniaSur,Restaurant,3
Platos mexicanos simples son los platos mexicanos.,"Cenamos aquí - el guacamole para los entrantes era delicioso. Luego, seguimos platos mexicanos básicos y simples, enchiladas, quesadillas y asado. El servicio era eficaz. No es nada especial y no hay gran ambiente, pero hay un agujero lleno.",Creel,Chihuahua,Restaurant,3
"Un hermoso ambiente, un buen desayuno.","La apariencia es mejor que el hotel de hecho - la impresionante piscina terraza parece no haber sido limpiada desde hace años, y da una playa que no querrás usar. El hotel está cerca de la ""playa norte"" - ""Playa Norte,"" que es la playa que quieres visitar. Un buen desayuno con plátanos frescos, pan y marmelade y mantequilla.",Isla_Mujeres,QuintanaRoo,Hotel,3
Un par de inconvenientes.,"Sin ser para el problema de la habitación y del baño en general, el hotel está muy bien, el servicio es excelente y la comida rica. El buffet vale la pena. Hermosa cascada. El personal es muy amable. El spa es muy bueno. La ubicación es muy cómoda.",Valle_de_Bravo,Estado_de_Mexico,Hotel,3
¡Qué mala experiencia!,"No respetaron mi reserva, me asignaron otra habitación que no corresponde, muy pequeña, acompañada de un mal trato y muchas explicaciones de mi parte para conseguir la habitación, perdiendo así mucho tiempo, con la opción que si no quería, podía ir a otro hotel; era sábado y con la lluvia tenía que quedarme.",San_Cristobal_de_las_Casas,Chiapas,Hotel,3
Parrilla estándar tex-mex es una versión estándar de la marca.,"Recomiendo encarecidamente este sitio para aquellos que temen sufrir la maldición de Moctesuma..., si quieren convertirse en turistas y sumergirse en la cultura mexicana, los senderos más grandes: Tabano, etc.",Tulum,QuintanaRoo,Restaurant,3
Simplemente correcto.,"Hemos estado en la isla varias veces y nos han dicho que comamos en Mango. Era el viaje. El bombo no = la comida. No estuvo mal. Hay muchos lugares buenos para comer en la isla, así que genial, realmente tiene que destacar. El poblano...sofritos llenos era el favorito en la mesa.",Isla_Mujeres,QuintanaRoo,Restaurant,3
Nada interesante.,"No me parece que sea otro mundo... puedes tener mejores vistas de la garganta desde los ocho lugares de Zacatlán... y a pesar del suelo de vidrio, está deslumbrado, lo que elimina toda sensación de emoción a través de...",Zacatlan,Puebla,Attractive,3
¡Es una ubicación excelente!,"Se ofrecen los mejores servicios de mantenimiento de la playa y de ducha.El sitio histórico está bien, pero la señalización se deteriora.",Tulum,QuintanaRoo,Attractive,3
